"_id";"category_id";"pinyin";"english";"voice";"favorite";"status";"vietnamese";"vnRaw"
444;8;"";"Can I have a bag please?";"shopping_27";0;2;"Làm ơn cho tôi 1 cái túi được không?";"lam on cho toi 1 cai tui duoc khong?"
445;8;"";"I don't want a bag";"shopping_26";0;2;"Tôi không cần túi";"toi khong can tui"
446;8;"";"Where is the cashier?";"shopping_21";0;2;"Quầy thanh toán ở đâu?";"quay thanh toan o dau?"
447;8;"";"Where can I pay?";"shopping_22";0;2;"Tôi trả tiền chỗ nào?";"toi tra tien cho nao?"
448;8;"";"I don't want it";"shopping_50";0;2;"Tôi không muốn";"toi khong muon"
449;8;"";"I'll think about it";"shopping_51";0;2;"Để tôi suy nghĩ đã";"de toi suy nghi da"
450;8;"";"Wallet";"shopping_52";0;2;"Ví";"vi"
451;8;"";"Watch";"shopping_53";0;2;"Đồng hồ";"dong ho"
452;8;"";"Glasses";"shopping_54";0;2;"Kính";"kinh"
453;8;"";"Sunglasses";"shopping_55";0;2;"Kính mát";"kinh mat"
454;8;"";"Camera";"shopping_60";0;2;"Máy ảnh";"may anh"
455;8;"";"Computer";"shopping_61";0;2;"Máy tính";"may tinh"
456;8;"";"Fruits";"shopping_63";0;2;"Hoa quả";"hoa qua"
457;8;"";"Banana";"shopping_64";0;2;"Chuối";"chuoi"
458;8;"";"Apple";"shopping_65";0;2;"Táo";"tao"
459;8;"";"Orange";"shopping_67";0;2;"Cam";"cam"
460;8;"";"Pineapple";"shopping_74";0;2;"Dứa";"dua"
461;8;"";"Fruit and Vegetable Store";"shopping_75";0;2;"Của hàng hoa quả và rau xanh";"cua hang hoa qua va rau xanh"
462;8;"";"Bakery";"shopping_76";0;2;"Bánh";"banh"
463;8;"";"Laundry";"shopping_77";0;2;"Giặt là";"giat la"
464;8;"";"Shoe shop";"shopping_78";0;2;"Của hàng giầy ";"cua hang giay "
465;8;"";"Bookstore";"shopping_79";0;2;"Cửa hàng sách";"cua hang sach"
466;8;"";"Flower Shop";"shopping_80";0;2;"Của hàng hoa";"cua hang hoa"
467;8;"";"Souvenir";"shopping_88";0;2;"Lưu niệm";"luu niem"
468;8;"";"How much?";"shopping_82";0;2;"Bao nhiêu tiền?";"bao nhieu tien?"
469;8;"";"Price";"shopping_83";0;2;"Giá cả";"gia ca"
470;8;"";"Expensive";"shopping_84";0;2;"Đắt";"dat"
471;8;"";"Cheap";"shopping_85";0;2;"Rẻ";"re"
472;8;"";"Pay";"shopping_86";0;2;"Trả tiền";"tra tien"
473;8;"";"Change";"shopping_87";0;2;"Đổi";"doi"
474;9;"";"I'm from (country)...";"greeting_17";0;2;"Tôi đến từ (đất nước)…";"toi den tu (dat nuoc)…"
475;9;"";"China";"country_18";0;2;"Trung Quốc";"trung quoc"
476;9;"";"Hong Kong";"country_21";0;2;"Hồng Kông";"hong kong"
477;9;"";"North Korea";"country_23";0;2;"Bắc Triều Tiên";"bac trieu tien"
478;9;"";"South Korea";"country_22";0;2;"Hàn Quốc";"han quoc"
479;9;"";"Japan";"country_19";0;2;"Nhật Bản";"nhat ban"
480;9;"";"Vietnam";"country_24";0;2;"Việt Nam";"viet nam"
481;9;"";"Thailand";"country_26";0;2;"Thái Lan";"thai lan"
482;9;"";"Malaysia";"country_27";0;2;"Ma lay si a";"ma lay si a"
483;9;"";"Singapore";"country_28";0;2;"Sing ga po";"sing ga po"
484;9;"";"Philippines";"country_29";0;2;"Phi líp pin";"phi lip pin"
485;9;"";"Indonesia";"country_30";0;2;"In đô nê si a";"in do ne si a"
486;9;"";"Russia";"country_17";0;2;"Nga";"nga"
487;9;"";"USA";"country_33";0;2;"Mỹ";"my"
488;9;"";"Canada";"country_34";0;2;"Ca-na-đa";"ca-na-da"
489;9;"";"Mexico";"country_35";0;2;"Mêhicô";"mehico"
490;9;"";"England";"country_6";0;2;"Anh";"anh"
491;9;"";"Scotland";"country_8";0;2;"Scốt-len";"scot-len"
492;9;"";"Wales";"country_7";0;2;"Xứ Gan";"xu gan"
493;9;"";"France";"country_4";0;2;"Pháp";"phap"
494;9;"";"Italy";"country_1";0;2;"Ý";"y"
495;9;"";"Germany";"country_2";0;2;"Đức";"duc"
496;9;"";"Sweden";"country_10";0;2;"Thụy Điển";"thuy dien"
497;9;"";"Finland";"country_12";0;2;"Phần Lan";"phan lan"
498;9;"";"Norway";"country_13";0;2;"Na Uy";"na uy"
499;9;"";"Holland / Netherlands";"country_14";0;2;"Hà Lan";"ha lan"
500;9;"";"Australia";"country_36";0;2;"Úc";"uc"
501;9;"";"New Zealand";"country_37";0;2;"Niu Di-lân";"niu di-lan"
502;10;"";"How many people are there in your family?";"family_1";0;2;"Gia đình bạn có bao nhiêu người?";"gia dinh ban co bao nhieu nguoi?"
503;10;"";"Do you have...?";"family_2";0;2;"Bạn có…?";"ban co…?"
504;10;"";"This is my...";"family_3";0;2;"Đây là….. của tôi";"day la….. cua toi"
505;10;"";"Elder brother";"family_4";0;2;"Anh trai";"anh trai"
506;10;"";"Brother /younger brother";"family_4";0;2;"Em trai";"em trai"
507;10;"";"Elder sister";"family_5";0;2;"Chị gái";"chi gai"
508;10;"";"Sister /younger sister";"family_5";0;2;"Em gái";"em gai"
509;10;"";"Son";"family_8";0;2;"Con trai";"con trai"
510;10;"";"Daughter";"family_9";0;2;"Con gái";"con gai"
511;10;"";"Mother";"family_6";0;2;"Mẹ";"me"
512;10;"";"Father";"family_7";0;2;"Bố";"bo"
513;10;"";"Grandson";"family_10";0;2;"Cháu trai";"chau trai"
514;10;"";"Granddaughter";"family_10";0;2;"Cháu gái";"chau gai"
515;10;"";"Grandmother ";"family_12";0;2;"Bà nội/ Bà ngoại";"ba noi/ ba ngoai"
516;10;"";"Grandfather ";"family_13";0;2;"Ông nội/ Ông ngoại";"ong noi/ ong ngoai"
517;10;"";"Uncle";"family_14";0;2;"Chú";"chu"
518;10;"";"Aunt";"family_15";0;2;"Cô";"co"
519;10;"";"Husband";"family_16";0;2;"Chồng";"chong"
520;10;"";"Wife";"family_17";0;2;"Vợ";"vo"
521;10;"";"Boyfriend";"family_18";0;2;"Bạn trai";"ban trai"
522;10;"";"Girlfriend";"family_19";0;2;"Bạn gái";"ban gai"
523;10;"";"Friend";"family_20";0;2;"Bạn bè";"ban be"
524;11;"";"I'm single";"dating_1";0;2;"Tôi độc thân";"toi doc than"
525;11;"";"Do you have a girlfriend?";"dating_2";0;2;"Bạn có bạn gái không?";"ban co ban gai khong?"
526;11;"";"Do you have a boyfriend?";"dating_3";0;2;"Bạn có bạn trai không?";"ban co ban trai khong?"
527;11;"";"I have a girlfriend";"dating_4";0;2;"Tôi có bạn gái rồi";"toi co ban gai roi"
528;11;"";"I'm here with my boyfriend";"dating_5";0;2;"Tôi đến đây với bạn trai tôi";"toi den day voi ban trai toi"
529;11;"";"Are you single?";"dating_6";0;2;"Có phải bạn độc thân không?";"co phai ban doc than khong?"
530;11;"";"Are you married?";"dating_7";0;2;"Có phải bạn đã kết hôn không?";"co phai ban da ket hon khong?"
531;11;"";"I'm married";"dating_8";0;2;"Tôi đã kết hôn";"toi da ket hon"
532;11;"";"Would you like to do something together?";"dating_9";0;2;"Bạn có muốn làm gì đó cùng tôi không?";"ban co muon lam gi do cung toi khong?"
533;11;"";"Would you like to go for a walk with me?";"dating_10";0;2;"Bạn có muốn đi dạo cùng tôi không?";"ban co muon di dao cung toi khong?"
534;11;"";"Would you like to watch a movie?";"dating_11";0;2;"Bạn có muốn đi xem phim cùng tôi không?";"ban co muon di xem phim cung toi khong?"
535;11;"";"Are you available tomorrow?";"dating_12";0;2;"Ngày mai bạn có rảnh không?";"ngay mai ban co ranh khong?"
536;11;"";"I'm available tomorrow";"dating_13";0;2;"Ngày mai tôi rảnh";"ngay mai toi ranh"
537;11;"";"Can I buy you a drink?";"dating_14";0;2;"Tôi có thể mời bạn uống được không?";"toi co the moi ban uong duoc khong?"
538;11;"";"What will you drink?";"dating_15";0;2;"Bạn muốn uống gì?";"ban muon uong gi?"
539;11;"";"Will I see you again?";"dating_16";0;2;"Tôi sẽ gặp lại bạn phải không?";"toi se gap lai ban phai khong?"
540;11;"";"When can we meet again?";"dating_17";0;0;"Khi nào chúng ta sẽ gặp lại?";"khi nao chung ta se gap lai?"
541;11;"";"Do you mind if I sit here? (to join someone)";"dating_18";0;2;"Bạn không phiền nếu tôi ngồi đây?";"ban khong phien neu toi ngoi day?"
542;11;"";"I like you very much";"dating_19";0;2;"Tôi rất thích bạn";"toi rat thich ban"
543;11;"";"I love you";"dating_20";0;2;"Tôi yêu bạn";"toi yeu ban"
544;11;"";"You are very cute";"dating_21";0;2;"Bạn rất đáng yêu";"ban rat dang yeu"
545;11;"";"You are very beautiful";"dating_22";0;2;"Bạn rất đẹp";"ban rat dep"
546;11;"";"You are great";"dating_23";0;2;"Bạn thật tuyệt vời";"ban that tuyet voi"
547;11;"";"Can I call you?";"dating_24";0;2;"Tôi có thể gọi cho bạn không?";"toi co the goi cho ban khong?"
548;11;"";"Do you have a condom?";"dating_25";0;2;"Bạn có bao cao su không?";"ban co bao cao su khong?"
549;11;"";"I have a condom";"dating_26";0;2;"Tôi có bao cao su";"toi co bao cao su"
550;11;"";"I won't do it without a condom";"dating_27";0;2;"Tôi sẽ không làm khi không có bao cao su";"toi se khong lam khi khong co bao cao su"
551;11;"";"Will you go out with me?";"dating_28";0;2;"Bạn sẽ ra ngoài với tôi phải không?";"ban se ra ngoai voi toi phai khong?"
552;11;"";"Will you marry me?";"dating_29";0;2;"Bạn sẽ lấy tôi nhé?";"ban se lay toi nhe?"
553;11;"";"Stop calling me";"dating_30";0;2;"Đừng gọi cho tôi nữa";"dung goi cho toi nua"
554;12;"";"It's an emergency";"emergency_1";0;2;"Đây là một trường hợp khẩn cấp";"day la mot truong hop khan cap"
555;12;"";"I've lost my passport";"emergency_2";0;2;"Tôi bị mất hộ chiếu";"toi bi mat ho chieu"
556;12;"";"I've lost my wallet";"emergency_3";0;2;"Tôi bị mất ví tiền";"toi bi mat vi tien"
557;12;"";"Where is the nearest police station?";"emergency_4";0;2;"Đồn cảnh sát gần nhất ở đâu?";"don canh sat gan nhat o dau?"
558;12;"";"Where is the ... embassy?";"emergency_5";0;2;"Đại sứ quán…. ở đâu?";"dai su quan…. o dau?"
559;12;"";"Help!";"general_31";0;2;"Cứu!";"cuu!"
560;12;"";"Where is the hospital?";"emergency_6";0;2;"Bệnh viện ở đâu?";"benh vien o dau?"
561;12;"";"I need a doctor";"emergency_7";0;2;"Tôi cần một bác sĩ";"toi can mot bac si"
562;12;"";"Call a doctor!";"emergency_8";0;2;"Làm ơn gọi bác sĩ!";"lam on goi bac si!"
563;12;"";"Call an ambulance!";"emergency_9";0;2;"Làm ơn gọi xe cứu thương!";"lam on goi xe cuu thuong!"
564;12;"";"Could you help me please?";"emergency_10";0;2;"Làn ơn giúp tôi được không?";"lan on giup toi duoc khong?"
565;12;"";"Ambulance";"emergency_11";0;2;"Xe cứu thương";"xe cuu thuong"
566;12;"";"Hospital";"emergency_12";0;2;"Bệnh viện";"benh vien"
567;12;"";"Emergency";"emergency_13";0;2;"Khẩn cấp";"khan cap"
568;12;"";"Fire!";"emergency_14";0;2;"Cháy!";"chay!"
569;12;"";"I've run out of gas/petrol";"emergency_15";0;2;"Tôi bị hết ga/xăng";"toi bi het ga/xang"
570;12;"";"I'm lost, please help";"emergency_16";0;2;"Tôi bị lạc, làm ơn giúp!";"toi bi lac, lam on giup!"
571;12;"";"Police";"emergency_17";0;2;"Cảnh sát";"canh sat"
572;12;"";"Police Station";"directions_39";0;2;"Đồn cảnh sát";"don canh sat"
573;12;"";"I've been mugged";"emergency_19";0;2;"Tôi bị trấn lột";"toi bi tran lot"
574;12;"";"I've lost my camera";"emergency_20";0;2;"Tôi bị mất máy ảnh";"toi bi mat may anh"
575;12;"";"My bag was stolen";"emergency_21";0;2;"Túi của tôi đã bị ăn cắp";"tui cua toi da bi an cap"
576;12;"";"I lost my bag!";"emergency_22";0;2;"Tôi bị mất túi!";"toi bi mat tui!"
577;12;"";"My phone was stolen";"emergency_23";0;2;"Điện thoại của tôi đã bị ăn cắp";"dien thoai cua toi da bi an cap"
578;12;"";"Thief!";"emergency_24";0;2;"Trộm/Cướp";"trom/cuop"
579;12;"";"Stop!";"emergency_25";0;2;"Đứng lại!";"dung lai!"
580;12;"";"I apologise";"emergency_26";0;2;"Tôi xin lỗi";"toi xin loi"
581;12;"";"I have travel insurance";"emergency_27";0;2;"Tôi có bảo hiểm du lịch";"toi co bao hiem du lich"
582;12;"";"Can I use your telephone?";"emergency_28";0;2;"Tôi có thể sử dụng điện thoại của bạn được không?";"toi co the su dung dien thoai cua ban duoc khong?"
583;12;"";"I need to call...";"emergency_29";0;2;"Tôi cần phải gọi ...";"toi can phai goi ..."
584;12;"";"Report a missing person";"emergency_30";0;2;"Báo án người mất tích";"bao an nguoi mat tich"
585;12;"";"My child has gone missing";"emergency_31";0;2;"Con tôi đã mất tích";"con toi da mat tich"
586;12;"";"My wife is missing";"emergency_32";0;2;"Vợ tôi bị mất tích";"vo toi bi mat tich"
587;12;"";"My husband is missing";"emergency_33";0;2;"Chồng tôi bị mất tích";"chong toi bi mat tich"
588;12;"";"I'm sorry ";"emergency_34";0;2;"Tôi xin lỗi";"toi xin loi"
589;12;"";"I didn't do it";"emergency_35";0;2;"Tôi đã không làm điều đó";"toi da khong lam dieu do"
590;12;"";"Can I have a lawyer who can speak English?";"emergency_36";0;2;"Tôi có thể có một luật sư nói tiếng Anh không?";"toi co the co mot luat su noi tieng anh khong?"
591;12;"";"Does anyone here speak English?";"emergency_37";0;2;"Có ai ở đây nói tiếng Anh không?";"co ai o day noi tieng anh khong?"
592;13;"";"Where is the nearest hospital?";"feelingsick_1";0;2;"Bệnh viện gần nhất ở đâu?";"benh vien gan nhat o dau?"
593;13;"";"Chemist/Pharmacy";"directions_43";0;2;"Tiệm thuốc tây";"tiem thuoc tay"
594;13;"";"Dentist";"feelingsick_3";0;2;"Nha sĩ";"nha si"
595;13;"";"Doctor";"feelingsick_4";0;2;"Bác sĩ";"bac si"
596;13;"";"Medical Center";"feelingsick_5";0;2;"Trung tâm Y tế";"trung tam y te"
597;13;"";"Optometrist";"feelingsick_6";0;2;"Đo thị giác";"do thi giac"
598;13;"";"I'm not feeling well";"feelingsick_7";0;2;"Tôi cảm thấy không khỏe";"toi cam thay khong khoe"
599;13;"";"I'm sick";"feelingsick_8";0;2;"Tôi bị ốm";"toi bi om"
600;13;"";"I have a cold";"feelingsick_9";0;2;"Tôi bị cảm";"toi bi cam"
601;13;"";"Headache";"feelingsick_10";0;2;"Đau đầu";"dau dau"
602;13;"";"Stomachache";"feelingsick_11";0;2;"Đau bụng";"dau bung"
603;13;"";"Backache";"feelingsick_12";0;2;"Đau lưng";"dau lung"
604;13;"";"Asthma";"feelingsick_13";0;2;"Hen suyễn";"hen suyen"
605;13;"";"Cough";"feelingsick_14";0;2;"Ho";"ho"
606;13;"";"Constipation";"feelingsick_15";0;2;"Táo bón";"tao bon"
607;13;"";"Diabetes";"feelingsick_16";0;2;"Tiểu đường";"tieu duong"
608;13;"";"Diarrhoea";"feelingsick_17";0;2;"Tiêu chảy";"tieu chay"
609;13;"";"Fever";"feelingsick_18";0;2;"Sốt";"sot"
610;13;"";"Flu";"feelingsick_19";0;2;"Cúm";"cum"
611;13;"";"Sore throat";"feelingsick_20";0;2;"Đau họng";"dau hong"
612;13;"";"Food poisoning";"feelingsick_21";0;2;"Ngộ độc thức ăn";"ngo doc thuc an"
613;13;"";"Allergy";"feelingsick_22";0;2;"Dị ứng";"di ung"
614;13;"";"Do you have a paracetamol?";"feelingsick_23";0;2;"Bạn có thuốc giảm đau không?";"ban co thuoc giam dau khong?"
615;13;"";"I have a temperature";"feelingsick_24";0;2;"Tôi có một cái nhiệt kế";"toi co mot cai nhiet ke"
616;13;"";"Vomit";"feelingsick_25";0;2;"Nôn";"non"
617;13;"";"I feel dizzy";"feelingsick_26";0;2;"Tôi cảm thấy chóng mặt";"toi cam thay chong mat"
618;13;"";"Weak";"feelingsick_27";0;2;"Yếu";"yeu"
619;13;"";"Nauseous";"feelingsick_29";0;2;"Buồn nôn";"buon non"
620;13;"";"Shivery";"feelingsick_30";0;2;"Run rẩy";"run ray"
621;13;"";"Worse";"feelingsick_31";0;2;"Tồi tệ";"toi te"
622;13;"";"Better";"feelingsick_32";0;2;"Khá hơn";"kha hon"
623;13;"";"It hurts here";"feelingsick_33";0;2;"Nó đau ở đây";"no dau o day"
624;13;"";"I can't sleep";"feelingsick_34";0;2;"Tôi không thể ngủ được";"toi khong the ngu duoc"
625;13;"";"I've run out of my medication";"feelingsick_35";0;2;"Thuốc của tôi hết rồi";"thuoc cua toi het roi"
626;13;"";"This is my usual medication";"feelingsick_36";0;2;"Đây là loại thuốc thông thường của tôi";"day la loai thuoc thong thuong cua toi"
627;13;"";"I need a doctor who can speak English";"feelingsick_38";0;2;"Tôi cần một bác sĩ có thể nói tiếng Anh";"toi can mot bac si co the noi tieng anh"
628;13;"";"I have had vaccinations";"feelingsick_39";0;2;"Tôi đã được tiêm chủng";"toi da duoc tiem chung"
629;13;"";"I have travel insurance";"emergency_27";0;2;"Tôi có bảo hiểm du lịch";"toi co bao hiem du lich"
630;13;"";"Ambulance";"emergency_11";0;2;"Xe cứu thương";"xe cuu thuong"
631;13;"";"Clinic";"feelingsick_42";0;2;"Phòng khám";"phong kham"
632;13;"";"Nurse";"feelingsick_43";0;2;"Y tá";"y ta"
633;13;"";"Surgeon";"feelingsick_44";0;2;"Bác sĩ phẫu thuật";"bac si phau thuat"
634;13;"";"Blood pressure";"feelingsick_45";0;2;"Huyết áp";"huyet ap"
635;13;"";"Temperature";"feelingsick_46";0;2;"Nhiệt độ";"nhiet do"
636;13;"";"Injection";"feelingsick_47";0;2;"Tiêm";"tiem"
637;13;"";"Operation";"feelingsick_48";0;2;"Phẫu thuật";"phau thuat"
638;13;"";"Sprain";"feelingsick_49";0;2;"Sái khớp";"sai khop"
639;13;"";"I think it's broken";"feelingsick_50";0;2;"Tôi nghĩ nó đã bị gãy";"toi nghi no da bi gay"
640;13;"";"I have a skin allergy";"feelingsick_51";0;2;"Da tôi bị dị ứng";"da toi bi di ung"
641;13;"";"Antihistamines";"feelingsick_52";0;2;"Thuốc chống dị ứng";"thuoc chong di ung"
